text,review_index,text_processed
Como lo estáis leyendo,587,leyendo
"Y lo peor de todo: después de la primera noche allí nadie se preocupó por hacernos la habitación ni cambiarnos las toallas, que tuvimos que reutilizar empapadas el segundo día y último que amanecimos en aquel hostal",587,peor despues primera noche alli nadie preocupo hacernos habitacion cambiarnos toallas reutilizar empapadas segundo dia ultimo amanecimos aquel hostal
No volveríamos,587,no volveriamos
…,587,
No volveré,588,no volvere
Estuve hace un par de días comiendo un menú del día,588,hace par dias comiendo menu dia
"Salmorejo templado,no sabía ni a ajo ni con toque a vinagre,insulso",588,salmorejo templadono sabia ajo toque vinagreinsulso
El flamenquin de serrano,588,flamenquin serrano
"estaba enrollado en vez de en jamón serrano en el tocino que tiene el jamón, sabía algo fuerte, patatas de acompañamiento de bolsa",588,enrollado vez jamon serrano tocino jamon sabia fuerte patatas acompanamiento bolsa
"Mi compañera se pidió de segundo calamares, en mi opinión fue lo mejor de la comida, acompañados de ensalada avinagrada",588,companera pidio segundo calamares opinion mejor comida acompanados ensalada avinagrada
Con el postre no nos la jugamos y pedimos café,588,postre no jugamos pedimos cafe
No volvería,589,no volveria
"El hostal está muy bien situado pues se encuentra en una calle muy céntrica, turística, comercial y muy próxima a la Mezquita de Córdoba",589,hostal bien situado pues encuentra calle centrica turistica comercial proxima mezquita cordoba
Es cierto que también es económico pero lo que no esperábamos encontrar en él fue que no reuniera los mínimos exigibles en un servicio de estas características,589,cierto economico no esperabamos encontrar no reuniera minimos exigibles servicio caracteristicas
"La habitación, pequeña y sin tele, no tenía ni lámpara en el techo del baño, desde el que salían unos cables en plan desastre",589,habitacion pequena sin tele no lampara techo bano salian cables plan desastre
"Las sábanas tenían algún pelo, imagino que de huéspedes anteriores",589,sabanas algun pelo imagino huespedes anteriores
El método para avisar de que no entraran a las 12 a limpiar la habitación consistía en atar un trozo de papel higiénico en el mango de la puerta,589,metodo avisar no entraran 12 limpiar habitacion consistia atar trozo papel higienico mango puerta
Como lo estáis leyendo,589,leyendo
"Y lo peor de todo: después de la primera noche allí nadie se preocupó por hacernos la habitación ni cambiarnos las toallas, que tuvimos que reutilizar empapadas el segundo día y último que amanecimos en aquel hostal",589,peor despues primera noche alli nadie preocupo hacernos habitacion cambiarnos toallas reutilizar empapadas segundo dia ultimo amanecimos aquel hostal
No volveríamos,589,no volveriamos
…,589,
No volveré,590,no volvere
Estuve hace un par de días comiendo un menú del día,590,hace par dias comiendo menu dia
"Salmorejo templado,no sabía ni a ajo ni con toque a vinagre,insulso",590,salmorejo templadono sabia ajo toque vinagreinsulso
El flamenquin de serrano,590,flamenquin serrano
"estaba enrollado en vez de en jamón serrano en el tocino que tiene el jamón, sabía algo fuerte, patatas de acompañamiento de bolsa",590,enrollado vez jamon serrano tocino jamon sabia fuerte patatas acompanamiento bolsa
"Mi compañera se pidió de segundo calamares, en mi opinión fue lo mejor de la comida, acompañados de ensalada avinagrada",590,companera pidio segundo calamares opinion mejor comida acompanados ensalada avinagrada
Con el postre no nos la jugamos y pedimos café,590,postre no jugamos pedimos cafe
No volvería,591,no volveria
"El hostal está muy bien situado pues se encuentra en una calle muy céntrica, turística, comercial y muy próxima a la Mezquita de Córdoba",591,hostal bien situado pues encuentra calle centrica turistica comercial proxima mezquita cordoba
Es cierto que también es económico pero lo que no esperábamos encontrar en él fue que no reuniera los mínimos exigibles en un servicio de estas características,591,cierto economico no esperabamos encontrar no reuniera minimos exigibles servicio caracteristicas
"La habitación, pequeña y sin tele, no tenía ni lámpara en el techo del baño, desde el que salían unos cables en plan desastre",591,habitacion pequena sin tele no lampara techo bano salian cables plan desastre
"Las sábanas tenían algún pelo, imagino que de huéspedes anteriores",591,sabanas algun pelo imagino huespedes anteriores
El método para avisar de que no entraran a las 12 a limpiar la habitación consistía en atar un trozo de papel higiénico en el mango de la puerta,591,metodo avisar no entraran 12 limpiar habitacion consistia atar trozo papel higienico mango puerta
Como lo estáis leyendo,591,leyendo
"Y lo peor de todo: después de la primera noche allí nadie se preocupó por hacernos la habitación ni cambiarnos las toallas, que tuvimos que reutilizar empapadas el segundo día y último que amanecimos en aquel hostal",591,peor despues primera noche alli nadie preocupo hacernos habitacion cambiarnos toallas reutilizar empapadas segundo dia ultimo amanecimos aquel hostal
No volveríamos,591,no volveriamos
…,591,
No volveré,592,no volvere
Estuve hace un par de días comiendo un menú del día,592,hace par dias comiendo menu dia
"Salmorejo templado,no sabía ni a ajo ni con toque a vinagre,insulso",592,salmorejo templadono sabia ajo toque vinagreinsulso
El flamenquin de serrano,592,flamenquin serrano
"estaba enrollado en vez de en jamón serrano en el tocino que tiene el jamón, sabía algo fuerte, patatas de acompañamiento de bolsa",592,enrollado vez jamon serrano tocino jamon sabia fuerte patatas acompanamiento bolsa
"Mi compañera se pidió de segundo calamares, en mi opinión fue lo mejor de la comida, acompañados de ensalada avinagrada",592,companera pidio segundo calamares opinion mejor comida acompanados ensalada avinagrada
Con el postre no nos la jugamos y pedimos café,592,postre no jugamos pedimos cafe
No volvería,593,no volveria
"El hostal está muy bien situado pues se encuentra en una calle muy céntrica, turística, comercial y muy próxima a la Mezquita de Córdoba",593,hostal bien situado pues encuentra calle centrica turistica comercial proxima mezquita cordoba
Es cierto que también es económico pero lo que no esperábamos encontrar en él fue que no reuniera los mínimos exigibles en un servicio de estas características,593,cierto economico no esperabamos encontrar no reuniera minimos exigibles servicio caracteristicas
"La habitación, pequeña y sin tele, no tenía ni lámpara en el techo del baño, desde el que salían unos cables en plan desastre",593,habitacion pequena sin tele no lampara techo bano salian cables plan desastre
"Las sábanas tenían algún pelo, imagino que de huéspedes anteriores",593,sabanas algun pelo imagino huespedes anteriores
El método para avisar de que no entraran a las 12 a limpiar la habitación consistía en atar un trozo de papel higiénico en el mango de la puerta,593,metodo avisar no entraran 12 limpiar habitacion consistia atar trozo papel higienico mango puerta
Como lo estáis leyendo,593,leyendo
"Y lo peor de todo: después de la primera noche allí nadie se preocupó por hacernos la habitación ni cambiarnos las toallas, que tuvimos que reutilizar empapadas el segundo día y último que amanecimos en aquel hostal",593,peor despues primera noche alli nadie preocupo hacernos habitacion cambiarnos toallas reutilizar empapadas segundo dia ultimo amanecimos aquel hostal
No volveríamos,593,no volveriamos
…,593,
Muy antiguo ,594,antiguo
La situación es perfecta ,594,situacion perfecta
"La habitación en la que estuvimos la 25 ,la noche del 28 al 29 se ve muebles muy antiguos y el baño aunque limpio , la bañera estaba el fondo gastado daba algo de miedo pisarla y el desagüe sucio",594,habitacion 25 noche 28 29 ve muebles antiguos bano aunque limpio banera fondo gastado daba miedo pisarla desague sucio
"La ventana daba a un patio que hay un restaurante ,que según nos dijeron en recepción esa noche no había espectáculo (gracais a Dios),porque se escuchan ruidos desde temprano",594,ventana daba patio restaurante segun dijeron recepcion noche no espectaculo gracais diosporque escuchan ruidos temprano
Por la tarde noche ya no hay recepción y tienes que entrar con un código que te dan,594,tarde noche no recepcion entrar codigo dan
Y el ascensor no funciona,594,ascensor no funciona
"Yo no volvería a ir ,lo siento",594,no volveria ir siento
Bien,595,bien
"Solo nos ofrecieron una habitación que daba al bar, el chico de recepción muy amable nos avisó pero como no teníamos otro sitio la cogimos",595,solo ofrecieron habitacion daba bar chico recepcion amable aviso no sitio cogimos
"El sitio bonito, buena ubicación y la habitación decente pero con mucho ruido por la mañana (supongo que solamente esa al dar al bar)",595,sitio bonito buena ubicacion habitacion decente ruido manana supongo solamente dar bar
Los chicos de recepción geniales pero otros miembros del personal del hotel fueron muy desagradables,595,chicos recepcion geniales miembros personal desagradables
Yo personalmente no volvería,595,personalmente no volveria
Patios de Mayo,596,patios mayo
"Hace años estuvimos y no ha cambiado nada, sigue sin tomas de corriente, sin secador de pelo, sin tv",596,hace anos no cambiado nada sigue sin tomas corriente sin secador pelo sin tv
"No recomendable, relación calidad precio muy mala",596,no recomendable relacion calidad precio mala
"A nosotros nos hicieron el check out con el equipaje en la habitación, habiamos salido a desayunar",596,hicieron check out equipaje habitacion salido desayunar
PARA NO VOLVER,597,no volver
"Hotel chiquitito, con buena apariencia por fuera, pero muy cutre, en las habitaciones no hay ni una triste televisión",597,chiquitito buena apariencia cutre habitaciones no triste television
"La publicidad por internet te ofrece ""habitación con desayuno"" y consiste en un cafe y una o dos tostadas, o si llegas pronto y bollo, penoso y lamentable ya que te cobran 7€",597,publicidad internet ofrece habitacion desayuno consiste cafe dos tostadas llegas pronto bollo penoso lamentable cobran 7
Nada recomendable,597,nada recomendable
No volveremos,597,no volveremos
Una porquería,598,porqueria
Lo primero que llama la atención (para mal) del hotel es el recepcionista,598,primero llama atencion mal recepcionista
De verdad: es probablemente el más incompetente con el que me he encontrado,598,verdad probablemente incompetente encontrado
"Me da un poco de pena, porque se ve que es un chaval joven sin experiencia, pero de verdad, incompetente es poco",598,da pena ve chaval joven sin experiencia verdad incompetente
"Super torpe, balbuceaba en vez de hablar, lento, no paraba de equivocarse",598,super torpe balbuceaba vez hablar lento no paraba equivocarse
Le pedimos programar una visita guiada y no daba pie con bola,598,pedimos programar visita guiada no daba pie bola
Después de esperar 20 minutos lo acabamos haciendo nosotros por nuestra cuenta,598,despues esperar 20 minutos acabamos haciendo cuenta
"El hotel es oscuríiiisimo, casi tétrico",598,oscuriisimo casi tetrico
"Las habitaciones intactas desde los 70, lo cual da una sensación de pobreza y dejadez brutales",598,habitaciones intactas 70 da sensacion pobreza dejadez brutales
Solicitamos gel de baño y nos dieron una botella a medio empezar de estas de oferta de marca blanca,598,solicitamos gel bano dieron botella medio empezar oferta marca blanca
Lo único bueno es que está muy bien ubicado y no hay ruido,598,unico bueno bien ubicado no ruido
…,598,
No repetiré,599,no repetire
"Se aprovechan de estar en el barrio de la judería para estafar a los clientes en la medida de lo posible, desde ofrecer un desayuno a 7 € que incluye un zumo de naranja de cartón, tostadas integrales y rancias, mermelada, café y leche del Hacendado, pasando por habitaciones pequeñas, sin televisión, caja fuerte o minibar",599,aprovechan barrio juderia estafar clientes medida posible ofrecer desayuno 7 incluye zumo naranja carton tostadas integrales rancias mermelada cafe leche hacendado pasando habitaciones pequenas sin television caja fuerte minibar
"Los tapones del baño están cuidadosamente puestos para no dejar pasar bichos (he de reconocer que no hemos visto ninguno), los colchones de las camas con los muelles salidos (al menos el que nos tocó), un parking caro que no utilizamos porque no había hueco pero, aunque lo hubiera habido, de muy difícil acceso puesto que en el barrio de la judería es complicado acceder en coche",599,tapones bano cuidadosamente puestos no dejar pasar bichos reconocer no visto ninguno colchones camas muelles salidos menos toco parking caro no utilizamos no hueco aunque dificil acceso puesto barrio juderia complicado acceder coche
"Las encargadas del hotel son agradables y el trato es amable y cercano, pero las…",599,encargadas agradables trato amable cercano
MALA ORGANIZACIÓN,600,mala organizacion
La habitación  fue agradable,600,habitacion agradable
"Llegamos el primer día y nos dieron la habitación que habíamos reservado, el recepcionista nos indicó y estuvimos todo el día en córdoba",600,llegamos primer dia dieron habitacion reservado recepcionista indico dia cordoba
"A la hora que llegamos a descansar al hotel nos encontramos con que nuestra habitación se la dieron a otro huésped ,por una mala organización entre el personal",600,hora llegamos descansar encontramos habitacion dieron huesped mala organizacion personal
¡Suerte la nuestra de que no dejamos nada en la habitación y de que no nos entrara nadie en la habitación en mitad de la noche!,600,suerte no dejamos nada habitacion no entrara nadie habitacion mitad noche
MALA ORGANIZACIÓN,601,mala organizacion
La habitación  fue agradable,601,habitacion agradable
"Llegamos el primer día y nos dieron la habitación que habíamos reservado, el recepcionista nos indicó y estuvimos todo el día en córdoba",601,llegamos primer dia dieron habitacion reservado recepcionista indico dia cordoba
"A la hora que llegamos a descansar al hotel nos encontramos con que nuestra habitación se la dieron a otro huésped ,por una mala organización entre el personal",601,hora llegamos descansar encontramos habitacion dieron huesped mala organizacion personal
¡Suerte la nuestra de que no dejamos nada en la habitación y de que no nos entrara nadie en la habitación en mitad de la noche!,601,suerte no dejamos nada habitacion no entrara nadie habitacion mitad noche
MALA ORGANIZACIÓN,602,mala organizacion
La habitación  fue agradable,602,habitacion agradable
"Llegamos el primer día y nos dieron la habitación que habíamos reservado, el recepcionista nos indicó y estuvimos todo el día en córdoba",602,llegamos primer dia dieron habitacion reservado recepcionista indico dia cordoba
"A la hora que llegamos a descansar al hotel nos encontramos con que nuestra habitación se la dieron a otro huésped ,por una mala organización entre el personal",602,hora llegamos descansar encontramos habitacion dieron huesped mala organizacion personal
¡Suerte la nuestra de que no dejamos nada en la habitación y de que no nos entrara nadie en la habitación en mitad de la noche!,602,suerte no dejamos nada habitacion no entrara nadie habitacion mitad noche
MALA ORGANIZACIÓN,603,mala organizacion
La habitación  fue agradable,603,habitacion agradable
"Llegamos el primer día y nos dieron la habitación que habíamos reservado, el recepcionista nos indicó y estuvimos todo el día en córdoba",603,llegamos primer dia dieron habitacion reservado recepcionista indico dia cordoba
"A la hora que llegamos a descansar al hotel nos encontramos con que nuestra habitación se la dieron a otro huésped ,por una mala organización entre el personal",603,hora llegamos descansar encontramos habitacion dieron huesped mala organizacion personal
¡Suerte la nuestra de que no dejamos nada en la habitación y de que no nos entrara nadie en la habitación en mitad de la noche!,603,suerte no dejamos nada habitacion no entrara nadie habitacion mitad noche
Decepción,604,decepcion
El personal encantador,604,personal encantador
"No repetiré, es caro, las habitaciones mal insonorizadas se oye todo lo que pasa en la calle y el resto de habitaciones, tuvimos q comprar tapones y ni aun así",604,no repetire caro habitaciones mal insonorizadas oye pasa calle resto habitaciones q comprar tapones aun asi
Baños sucios,604,banos sucios
Mal,604,mal
Mal para familias,605,mal familias
"La ubicación es muy buena, el trato de su personal, excelente pero es un hostal para gente muy joven",605,ubicacion buena trato personal excelente hostal gente joven
Nosotros fuimos en familia y el ruido tanto del exterior como del interior fluye por todo el edificio,605,familia ruido exterior interior fluye edificio
"Estuvimos en dos habitaciones, una daba al exterior y oías la conversación del vecino, la ducha, la cisterna, al que pasaba por la calle, al de la basura y cada vez que alguien cerraba la cancela de entrada al hostal",605,dos habitaciones daba exterior oias conversacion vecino ducha cisterna pasaba calle basura cada vez alguien cerraba cancela entrada hostal
"La otra habitación daba al patio donde la gente está de jarana hasta las mil, obviamente puedes oír su conversación y también la del vecino, junto a lo que hagan en ella",605,habitacion daba patio gente jarana mil obviamente puedes oir conversacion vecino junto hagan
"El hostal tiene su encanto, pero para cuando eres joven",605,hostal encanto joven
"Por su enclave, es un viejo edificio y por tanto, muchas escaleras, imposible para la accesibilidad, aquellos que no puedan levantarse de…",605,enclave viejo edificio muchas escaleras imposible accesibilidad aquellos no puedan levantarse
Unas escaleras para hacerse heridas en las rodillas,606,unas escaleras hacerse heridas rodillas
"Muy mal, sInceramente, todo el mundo puntua muy bien este alojamiento debido a la ubicación y a que las habitaciones disponen de todo, al ser apartamentos",606,mal sinceramente mundo puntua bien alojamiento debido ubicacion habitaciones disponen ser apartamentos
"Pero, no teniamos apenas luz, la buhardilla permite que te des unos cuantos cabezazos (yo creí que tenía que ir a urgencias una noche antes de acostarme), no te hacen la habitación ni la cama como en otros apartamentos en los que he estado, y las escaleras son lo peor, tengo las rodillas llenas de moratones, subirlas y bajarlas es todo un sacrificio ya que miden, algunas, medio metro de altura",606,no apenas luz buhardilla permite des cuantos cabezazos crei ir urgencias noche acostarme no hacen habitacion cama apartamentos escaleras peor rodillas llenas moratones subirlas bajarlas sacrificio miden medio metro altura
Que no me esperen más porque no volveré,606,no esperen no volvere
Si fuera un museo ,607,museo
Este alojamiento tiene una buena ubicacion  en el centro de Cordoba  ,607,alojamiento buena ubicacion centro cordoba
"Pero es lo unico destacable , ya que la habitacion no era muy confortable ",607,unico destacable habitacion no confortable
"Al menos la que nos toco a nosotros , que es una buhardilla ",607,menos toco buhardilla
"Elegimos este apartamento por las fotos que vimos en internet , y realmente las fotos se ajustan a la realidad : el patio es grande y bien decorado , los corredores  , pasillos y zonas de paso tambien son pintorescos ",607,elegimos apartamento fotos vimos internet realmente fotos ajustan realidad patio grande bien decorado corredores pasillos zonas paso pintorescos
"Sin embargo lo que no se puede ver en las fotos es que la habitacion no tiene ventanas , excepto una pequeña banderola , o sea que para tener luz natural hay que tener la puerta abierta   ,Otro inconveniente es la humedad  , y lo peor de todo es el acceso : es una escalera muy empinada y estrecha ",607,sin embargo no puede ver fotos habitacion no ventanas excepto pequena banderola tener luz natural tener puerta abierta inconveniente humedad peor acceso escalera empinada estrecha
En mi opinion no es apta para personas mayores ni para niños ,607,opinion no apta personas mayores ninos
De…,607,
No saben lo que es el concepto BRUNCH,608,no saben concepto brunch
Ofertan un brunch en la página web y decidimos probar,608,ofertan brunch pagina web decidimos probar
Básicamente aún no conocen que es un brunch,608,basicamente aun no conocen brunch
Elegimos el turno de las 10:30 (que es el último) y nos encontramos un desayuno buffet con las sobras,608,elegimos turno 1030 ultimo encontramos desayuno buffet sobras
El trato fue muy agradable y muy atentos la verdad,608,trato agradable atentos verdad
Escapada  en la Suite,609,escapada suite
Un hotel muy dejado y un tanto descuidado! La suite el balcón súper sucio! Debajo de la cama no había limpiado a saber desde cuando,609,dejado descuidado suite balcon super sucio debajo cama no limpiado saber
uno de los días decidimos subir a los sofás de las suites cuando vemos que ambos están completamente llenos de manchas,609,dias decidimos subir sofas suites vemos ambos completamente llenos manchas
y decidimos quedamos en la cama,609,decidimos quedamos cama
El segundo día ni se molestan en cambiar las sábanas,609,segundo dia molestan cambiar sabanas
a pesar de estar sucias las estiran y fin,609,pesar sucias estiran fin
y para colmo ese mismo día por la tarde tengo que bajar a recepción a pedir un rollo de papel higiénico que no habían repuesto,609,colmo mismo dia tarde bajar recepcion pedir rollo papel higienico no repuesto
En la terraza los toldos súper sucios si quieres desayunar con vistas tienes que hacerlo fuera,609,terraza toldos super sucios quieres desayunar vistas hacerlo
está súper dejada la limpieza en este hotel,609,super dejada limpieza
y ya en el desayuno te ponen en la carta jamón ibérico y más seco y rancio no puede estar el que nos pusieron!  …,609,desayuno ponen carta jamon iberico seco rancio no puede pusieron
Falta de limpieza y servicio justo,610,falta limpieza servicio justo
"El hotel se encuentra en una ubicación excelente, posibilidad de ir andando al centro y a los restaurantes",610,encuentra ubicacion excelente posibilidad ir andando centro restaurantes
El parking también se encuentra cerca del hotel,610,parking encuentra cerca
"El primer día que llegamos la habitación estaba sucia , con abundantes pelos  y suciedad en el suelo que evidenciaban que no se había barrido",610,primer dia llegamos habitacion sucia abundantes pelos suciedad suelo evidenciaban no barrido
"Bajamos a recepción a comentarlo y su trato fue indiferente, ninguna disculpa encima con la situación que estamos viviendo",610,bajamos recepcion comentarlo trato indiferente ninguna disculpa encima situacion viviendo
En 15 minutos si que se acercó la persona de la limpieza para solventarlo,610,15 minutos acerco persona limpieza solventarlo
Empezamos nuestras vacaciones a disgusto,610,empezamos vacaciones disgusto
Males menores pero que se podían comprobar antes de dar una habitación son que las pilas de la caja fuerte estaban oxidadas y no funcionaba (lo comentamos) y tampoco el multiclean del inodoro,610,males menores podian comprobar dar habitacion pilas caja fuerte oxidadas no funcionaba comentamos tampoco multiclean inodoro
El último día también nos dimos cuenta que la salida…,610,ultimo dia dimos cuenta salida
En decadencia - la última vez que voy - masaje sin técnica y desgana,611,decadencia ultima vez voy masaje sin tecnica desgana
"Teníamos una cita hoy día 22 a las 10 de la mañana para circuito de balneario y masaje de 45 minutos, esta era mi sexta o séptima visita al balneario en los últimos tres años aparte de haber hecho innumerables compras de bonos de regalos para cumpleaños, navidades etc",611,cita hoy dia 22 10 manana circuito balneario masaje 45 minutos sexta septima visita balneario ultimos tres anos aparte haber hecho innumerables compras bonos regalos cumpleanos navidades etc
"Pues bien llegamos a nuestra cita de las 10 de la mañana y la música no está puesta, no hay un alma en el balneario por lo que tengo que subir a recepción para avisar ya que sin música se escucha bastante el ruido de las máquinas de ventilación, no había agua como normalmente había antes, y el té frío en unas bandejas con unos vasos de cartón blandujos",611,pues bien llegamos cita 10 manana musica no puesta no alma balneario subir recepcion avisar sin musica escucha bastante ruido maquinas ventilacion no agua normalmente frio unas bandejas vasos carton blandujos
"había un grupo de gente que iban juntos que hacían bastante ruido y hablaban muy alto, nadie les ha pedido que bajaran la voz pese que hay letreros que pone…",611,grupo gente iban juntos hacian bastante ruido hablaban alto nadie pedido bajaran voz pese letreros pone
Pom pom pom; llamo a tu habitación,612,pom pom pom llamo habitacion
"No está mal, lo que es un gran contra es como se aseguran de que dejas pronto la habitación libre el día de tu salida, el servicio de limpieza empezó a llamar a la puerta a las 8 de la mañana y así hasta en 3 ocasiones más hasta que la dejamos a las 11, (la hora de salida es a las 12) nos quejamos en recepción y la recepcionista quiso hacer como que se encontraba sorprendida, a lo que levantaba el teléfono diciendo que iba a llamar a la gobernanta pero al final no llamaba a nadie mientras nos decía adiós con la manita, por lo que entiendo que ella era perfectamente conocedora de la situación ( aparte no creo que le den el Goya a actriz revelación la verdad 😂😂😂) siempre hay que sacar algo positivo y al menos sabes que si te alojas aquí llegarás tempranito de vuelta a casa! 😅😅",612,no mal gran aseguran dejas pronto habitacion libre dia salida servicio limpieza empezo llamar puerta 8 manana asi 3 ocasiones dejamos 11 hora salida 12 quejamos recepcion recepcionista quiso hacer encontraba sorprendida levantaba telefono diciendo iba llamar gobernanta final no llamaba nadie mientras decia adios manita entiendo perfectamente conocedora situacion aparte no creo den goya actriz revelacion verdad siempre sacar positivo menos sabes alojas aqui llegaras tempranito vuelta casa
5 estrellas???jajajaja,613,5 estrellasjajajaja
El peor hotel de 5 estrellas que he visto en mi vida…,613,peor 5 estrellas visto vida
como mucho 3 y le doy mucho…,613,3 doy
sitio feo…,613,sitio feo
hotel anticuado…,613,anticuado
cena bufet malisima poca variedad y nada apetecible…,613,cena bufet malisima poca variedad nada apetecible
desayuno malo con cafe malisimo de picherete…,613,desayuno malo cafe malisimo picherete
no lo recomiendo a nadie…,613,no recomiendo nadie
Decepcionado en general,614,decepcionado general
"Lo primero que hicieron nada mas entrar es cobrar por adelantado, siempre lo hacen al salir",614,primero hicieron nada entrar cobrar adelantado siempre hacen salir
Los canales de tv el 70% no se ven,614,canales tv 70 no ven
La piscina climatiza estaba el agua helada cuando siempre a sido caliente,614,piscina climatiza agua helada siempre sido caliente
"Vamos a decirlo a recepcion y nos dicen que el agua esta a temperatura ambiente, la de la piscina exterior estaba mas caliente",614,vamos decirlo recepcion dicen agua temperatura ambiente piscina exterior caliente
"Pedimos toallas en la piscina al que estaba alli de encargado y de socorrista, nos dice que se le han acabado, cuando le preguntamos que hacer, nos dice que nos busquemos la vida,  con esas palabras",614,pedimos toallas piscina alli encargado socorrista dice acabado preguntamos hacer dice busquemos vida palabras
A favor dire que la cobertura wifii a mejorado mucho en todo el hotel,614,favor dire cobertura wifii mejorado
"Estaba deseando volver al hotel, aun viniendo de lejos despues de sta pandemia, pero despues de esto me pensare el volver otra vez",614,deseando volver aun viniendo lejos despues sta pandemia despues pensare volver vez
No es un 5* ,615,no 5
ni de lejos,615,lejos
Me he quedado con mi familia unos días a fin de Julio,615,quedado familia dias fin julio
A este hotel y a su personal le queda muuucho para para ser considerado un 5 estrellas: 1,615,personal queda ser considerado 5 estrellas 1
"El check in fue horrible, esperando 15 minutos ya que la señorita de recepción estaba al teléfono discutiendo el cuadre de la caja del hotel en lugar de atender a sus huéspedes  2",615,check in horrible esperando 15 minutos senorita recepcion telefono discutiendo cuadre caja lugar atender huespedes 2
"Reservamos una Junior Suite, y la que nos dieron estaba justo debajo de las equipos de Aire Acondicionado y había un ruido tremendamente molesto",615,reservamos junior suite dieron justo debajo equipos aire acondicionado ruido tremendamente molesto
bajé de nuevo a recepción,615,baje nuevo recepcion
esperé otros 10 min ( ya que la señorita seguía al teléfono cuadrando la caja) y le expliqué el problema,615,espere 10 min senorita seguia telefono cuadrando caja explique problema
algo que ella ya conocía y no dudó en cambiármela,615,conocia no dudo cambiarmela
lo que no entiendo es que sabiendo del problema ,615,no entiendo sabiendo problema
sigan asignando esa habitación 3,615,sigan asignando habitacion 3
El buffet de desayuno es otra cosa…,615,buffet desayuno cosa
Comunion,616,comunion
Los pequeños detalles son importantes y no han sido cumplidos,616,pequenos detalles importantes no sido cumplidos
Se ven desbordados con tantas comuniones y es preferible una menos y mejor atención,616,ven desbordados tantas comuniones preferible menos mejor atencion
El calor del mediodía no se consiguió reducir con el aire acondicionado,616,calor mediodia no consiguio reducir aire acondicionado
Los invitados acalorados,616,invitados acalorados
La tarta salió sin música debido a que la televisión que suministraba el audio no funcionaba con el cable de audio,616,tarta salio sin musica debido television suministraba audio no funcionaba cable audio
El altavoz suministrado después no se escuchaba debido a que el altavoz de comunión de al lado era mucho más potente y tapaba la música nuestra,616,altavoz suministrado despues no escuchaba debido altavoz comunion lado potente tapaba musica
Media hora antes de fin de comunión se fueron los invitados ante esa incomodidad,616,media hora fin comunion invitados incomodidad
"Por último, monitores al final de comunión no vigilan sino recogen",616,ultimo monitores final comunion no vigilan sino recogen
Eso hizo que no vieran una niños con espadas de piratas en castillo hinchable,616,hizo no vieran ninos espadas piratas castillo hinchable
Los padres tuvimos que echar a niños conflictivos…,616,padres echar ninos conflictivos
Ruina hotelera,617,ruina hotelera
"He pasado una estancia de 4 dias,desde el dia 20/09/21 hasta el 24/09/21, en este Hotel y si hay algo que destacar es su buena ubicación y un correcto desayuno",617,pasado estancia 4 diasdesde dia 20 09 21 24 09 21 destacar buena ubicacion correcto desayuno
"Es un hotel muy antiguo, con una escasa renovación,para salir del paso, por ejemplo tiene 2 ascensores para 105 habitaciones, la recepción esta en el sotano y solo uno de los ascensores,baja y sube a esa planta, por lo que se forman  grandes acumulaciones de clientes a determinadas horas del dia",617,antiguo escasa renovacionpara salir paso ejemplo 2 ascensores 105 habitaciones recepcion sotano solo ascensoresbaja sube planta forman grandes acumulaciones clientes determinadas horas dia
"El primer dia no funcionaba la nevera,lo puse en conocimiento por la tarde,el segundo dia seguia sin funcionar la nevera,lo comuniqué por la mañana y por la tarde, el tercer dia comunico que sigue sin funcionar la nevera, y me comenta la señora de recepción que ese dia,situación muy extraña,no hay en el hotel personal de…",617,primer dia no funcionaba neveralo puse conocimiento tardeel segundo dia seguia sin funcionar neveralo comunique manana tarde tercer dia comunico sigue sin funcionar nevera comenta senora recepcion diasituacion extranano personal
Decepción y disgusto total,618,decepcion disgusto total
"La habitación en la que nos alojaron tenia la cortina caída y con manchas , el suelo con goterones de lejía , paredes con pintura gotelé con parches de arreglos ",618,habitacion alojaron cortina caida manchas suelo goterones lejia paredes pintura gotele parches arreglos
Mobiliario antiguo y con arañazos,618,mobiliario antiguo aranazos
Un único ascensor y lento ,618,unico ascensor lento
Piscina pequeña ,618,piscina pequena
No sé cómo puede aparecer como cuatro estrellas,618,no puede aparecer cuatro estrellas
Le falta una renovación básica ,619,falta renovacion basica
"La ubicación del hotel es muy buena, y la atención es correcta",619,ubicacion buena atencion correcta
La limpieza es buena,619,limpieza buena
"Y, como cortesía, te dejan dos botellines de agua en el minibar",619,cortesia dejan dos botellines agua minibar
"El colchón es cómodo (de tipo duro), y las almohadas tienen un buen espesor",619,colchon comodo tipo duro almohadas buen espesor
Y hasta aquí lo positivo,619,aqui positivo
Si vas en silla de ruedas olvida este hotel,619,vas silla ruedas olvida
"Para entrar tienes que usar, irremediablemente, escaleras",619,entrar usar irremediablemente escaleras
Lo mismo para bajar al bar a desayunar,619,mismo bajar bar desayunar
"Desayuno, por cierto, que se sirve en lo que parece ""el bar de la esquina""",619,desayuno cierto sirve parece bar esquina
"El desayuno empieza a las 7 y media, pero no tienen bollería hasta pasadas las 8 de la mañana",619,desayuno empieza 7 media no bolleria pasadas 8 manana
"En la habitación, hay que usar llave tradicional con un llavero tamaño baño de gasolinera",619,habitacion usar llave tradicional llavero tamano bano gasolinera
"La puerta no está bien insonorizada, y escuchas a todo el que pasa por el pasillo",619,puerta no bien insonorizada escuchas pasa pasillo
