text,review_index,text_processed
"Un poco justo, pero muy decente",1525,justo decente
Auto hotel break abd breasfak,1526,auto break abd breasfak
Precio adecuado,1526,precio adecuado
Hotel donde tu te registras,1526,registras
Tu te abres,1526,abres
Tu si quieres te preparas,1526,quieres preparas
En pleno centro de Almeria,1526,pleno centro almeria
Cama muy confortable,1526,cama confortable
Baño pequeño,1526,bano pequeno
Poco calor de hotel,1526,calor
Si mucha privacidad,1526,mucha privacidad
Un nuevo concepto hotel,1526,nuevo concepto
Buena relación calidad-precio,1527,buena relacion calidad precio
"Es un sitio nuevo, bien ubicado y con una calidad para su precio, muy buena",1527,sitio nuevo bien ubicado calidad precio buena
"Las habitaciones muy elementales, quizás un poco justitas, cuarto de baño completo pero muy pequeño, la cama con un colchón muy cómodo y ropa de cama de buena calidad",1527,habitaciones elementales quizas justitas cuarto bano completo pequeno cama colchon comodo ropa cama buena calidad
"No tiene armarios, y poco mobiliario",1527,no armarios mobiliario
"Hay una sala común, muy bien acondicionada con electrodomésticos, donde puedes prepararte el  desayuno (Gentileza de la casa), o prepararte cualquier comida que tú lleves",1527,sala comun bien acondicionada electrodomesticos puedes prepararte desayuno gentileza casa prepararte cualquier comida lleves
"Un poco justo, pero muy decente",1527,justo decente
VACACIONES EN FAMILIA,1528,vacaciones familia
La estancia ha sido buena,1528,estancia sido buena
"Apartamento luminoso, amplio y limpio",1528,apartamento luminoso amplio limpio
No tiene parking pero no nos costó mucho trabajo aparcar,1528,no parking no costo trabajo aparcar
Puede que volvamos a repetir,1528,puede volvamos repetir
Se encuentra a tres minutos andando del Zapillo,1528,encuentra tres minutos andando zapillo
Viaje relampago,1529,viaje relampago
"Los apartamentos soy bonitos ,están limpios y ls camas son cómodas",1529,apartamentos bonitos limpios ls camas comodas
"El único inconveniente es el entorno,es un barrio regular",1529,unico inconveniente entornoes barrio regular
Y la playa andando está a una media hora,1529,playa andando media hora
Debes contratar garaje porque es imposible aparcar de noche,1529,debes contratar garaje imposible aparcar noche
Para familias; Los hoteles no son familiares,1530,familias hoteles no familiares
Elegimos esta opción dado que la mayoría de los hoteles no estan preparados con habitaciones familiares y los pocos que las tienen son muy caras,1530,elegimos opcion dado mayoria hoteles no preparados habitaciones familiares pocos caras
No obstante el apartamento necesita un repaso en general (pintura,1530,no obstante apartamento necesita repaso general pintura
"),parking de ascensor complicado maniobras de entrada y salida",1530,parking ascensor complicado maniobras entrada salida
Buena ubicacion y precio,1531,buena ubicacion precio
Estuvimos a principio de febrero en las Suites de la calle Jaul,1531,principio febrero suites calle jaul
"El apartamento está bastante completo y grande, y aunque fue la primera vez q ibamos a un hotel en el que no hay recepcion fisica, tampoco la echamos en falta",1531,apartamento bastante completo grande aunque primera vez q ibamos no recepcion fisica tampoco echamos falta
"Quizá le falta un poco de limpieza (no es que esté sucio, pero un poquito mas de aspirador y fregona no vendría mal) y mas ropa de cama, pero pusimos la calefaccion mas alta y tampoco fue una molestia",1531,quiza falta limpieza no sucio poquito aspirador fregona no vendria mal ropa cama pusimos calefaccion alta tampoco molestia
"Eso sí, las almohadas son finísimas, y no hay de repuesto",1531,almohadas finisimas no repuesto
De precio está genial y cuando volvamos a Almería nos alojaremos allí seguro,1531,precio genial volvamos almeria alojaremos alli seguro
Buena opción,1532,buena opcion
Buenos días!! He estado alojada este fin de semana en un apartamento de 2 habitaciones,1532,buenos dias alojada fin semana apartamento 2 habitaciones
"En general la valoración es buena, pero hay algunas cosas que no nos han gustado",1532,general valoracion buena cosas no gustado
"Para empezar habían pocos utensilios en la cocina, y el trapo y el mocho, estaban sucios y con mal olor",1532,empezar pocos utensilios cocina trapo mocho sucios mal olor
Tuvimos que sacarlos fuera porque no se podía estar dentro del apartamento,1532,sacarlos no podia dentro apartamento
"En cuanto a la limpieza, fuimos con un niño de 11 meses, con lo cual esta todo el día en el suelo gateando, y el niño termino negro, de conforme estaba el suelo",1532,cuanto limpieza nino 11 meses dia suelo gateando nino termino negro conforme suelo
"Otra cosa que no nos gusto fueron las almohadas, son muy muy bajas, y los 4 terminamos con dolor de cuello y espalda, tube que comprarme una almohada y todo y por cierto, se me olvidó alli",1532,cosa no gusto almohadas bajas 4 terminamos dolor cuello espalda tube comprarme almohada cierto olvido alli
"Y por ultimo, dicer que el ascensor no funciona muy bien, el sensor no hace caso, y…",1532,ultimo dicer ascensor no funciona bien sensor no hace caso
Como la puntuación: Normal,1533,puntuacion normal
El apartamento (si te toca el bajo) es normal,1533,apartamento toca bajo normal
"No es luminoso, en la habitación te ven y te oyen desde la calle, la ducha se sale el agua, un par de cucarachas, dos preservativos (sin abrir debajo de la mesita noche, todo un detalle jejeje) pero por lo demás todo muy bien",1533,no luminoso habitacion ven oyen calle ducha sale agua par cucarachas dos preservativos sin abrir debajo mesita noche detalle jejeje demas bien
No existe recepción física pero lo explican todo por correo muy claramente,1533,no existe recepcion fisica explican correo claramente
No existe parking cercano,1533,no existe parking cercano
La cocina viene muy bien equipada y el salón completo,1533,cocina viene bien equipada salon completo
La azotea tipo chill out muy chula!! Repetiría pero en una planta superior,1533,azotea tipo chill out chula repetiria planta superior
No es para nosotros,1534,no
Mi marido y yo nos alojamos en el Dreams Suites y apartamentos por una semana,1534,marido alojamos dreams suites apartamentos semana
"Llegamos tarde en la noche, nadie estaba allí para dejarnos, teníamos teléfono para asistencia",1534,llegamos tarde noche nadie alli dejarnos telefono asistencia
"Una vez en la habitación nos pareció muy poco tenía luz y no podía dejar las ventanas abiertas, ya que estábamos en la planta baja",1534,vez habitacion parecio luz no podia dejar ventanas abiertas planta baja
No nos ofrecieron estancias limpias y toallas o ropa o papel higiénico durante las semanas,1534,no ofrecieron estancias limpias toallas ropa papel higienico semanas
"Como habíamos viajado desde el Reino Unido y nuestro vuelo no saldrá hasta tarde, preguntamos si podíamos salir a las 2 de la tarde, en lugar de 11 de la mañana y nos dijeron que no, pero podría dejar nuestro equipaje en la habitación hasta las 2 de la tarde",1534,viajado reino unido vuelo no saldra tarde preguntamos podiamos salir 2 tarde lugar 11 manana dijeron no podria dejar equipaje habitacion 2 tarde
Salimos de la habitación a las 11:00 y suerte para nosotros sólo fuimos a sentar en la azotea que recibimos un mensaje pidiéndonos…,1534,salimos habitacion 1100 suerte solo sentar azotea recibimos mensaje pidiendonos
Un lugar para alojarse en Almería,1535,lugar alojarse almeria
Un gran hallazgo a través de los hoteles,1535,gran hallazgo traves hoteles
com,1535,com
Justo lo que necesitábamos para una estancia de 2 noches,1535,justo necesitabamos estancia 2 noches
El único inconveniente es que no hay estacionamiento disponible,1535,unico inconveniente no estacionamiento disponible
"Además, no puedo entender por qué un departamento no tiene hervidor de agua",1535,ademas no puedo entender departamento no hervidor agua
También se agradecería una tabla de planchar de tamaño completo en lugar de una tabla de arriba,1535,agradeceria tabla planchar tamano completo lugar tabla arriba
Aparte de esa excelente ubicación y buena para unas pocas noches,1535,aparte excelente ubicacion buena unas pocas noches
Limpieza,1536,limpieza
La situacion de los apartamentos es lo mejor,1536,situacion apartamentos mejor
Lo que le falta al apartamento es esmero en la limpieza,1536,falta apartamento esmero limpieza
No puede ser que una sola persona tenga que hacer la limpieza de todos los apartamentos,1536,no puede ser sola persona hacer limpieza apartamentos
LLamamos para que pasaran hacer una minima limpieza para estar a gusto,1536,llamamos pasaran hacer minima limpieza gusto
"Tuvieron que limpiar la campana extrctora pues goteaba aceite,las estanterias del armario de la escoba con migas",1536,limpiar campana extrctora pues goteaba aceitelas estanterias armario escoba migas
"El televisor de la habitación no se enciende,llame y me dicen que mandarian al de mantenimiento",1536,televisor habitacion no enciendellame dicen mandarian mantenimiento
Despues de 6 dias el de mantenimiento no ha aparecido,1536,despues 6 dias mantenimiento no aparecido
La cafetera estaba estropeada  y la tostadora no nos atrevimos a poner el pan,1536,cafetera estropeada tostadora no atrevimos poner pan
Nos quejamos y al dia siguiente nos trajeron una cafetera y una tostadora nueva,1536,quejamos dia siguiente trajeron cafetera tostadora nueva
Por 70€ al dia (aprox) todas estas quejas yo no las deberia de anotar,1536,70 dia aprox todas quejas no deberia anotar
NOTA:la persona del servicio de limpieza muy amable,1536,notala persona servicio limpieza amable
…,1536,
Deja mucho que desear,1537,deja desear
"Nos alojamos una noche en el hotel los Arcos, al principio al entrar a la habitación, pensé",1537,alojamos noche arcos principio entrar habitacion pense
para 55 la noche está bastante bien,1537,55 noche bastante bien
"Después viendo detalladamente, el baño era un poco desastre, todo robellado, el suelo bastante sucio, y para colmo las sábanas estaban manchadas con un poco de sangre",1537,despues viendo detalladamente bano desastre robellado suelo bastante sucio colmo sabanas manchadas sangre
La cama es bastante cómoda y el aire acondicionado no lo puedes manejar desde la habitación,1537,cama bastante comoda aire acondicionado no puedes manejar habitacion
"Ese mismo día cenamos en el restaurante del hotel y la comida estaba muy buena (pedimos pulpo,puntilla y boquerones)",1537,mismo dia cenamos restaurante comida buena pedimos pulpopuntilla boquerones
Buen restaurante,1538,buen restaurante
"Cada vez que pasó por Almería por trabajo paro en este hotel donde lo que más me gusta es sus tapas y pescados, todo bueno",1538,cada vez paso almeria trabajo paro gusta tapas pescados bueno
El hotel está bien y el personal es muy apañado y atento,1538,bien personal apanado atento
Esta cerca de la playa y a unos diez kilómetros de Almería,1538,cerca playa diez kilometros almeria
BUEN RESTAURANTE TRADICIONAL,1539,buen restaurante tradicional
"Estuvimos un dia a comer, y la calidad del pescado y demás alimentos es la que puedes esperar de un restaurante que está cerca del mar en zona de pescadores",1539,dia comer calidad pescado demas alimentos puedes esperar restaurante cerca mar zona pescadores
"No puedo opinar del hostal, pero al restaurante si volveré cuando tenga ocasión",1539,no puedo opinar hostal restaurante volvere ocasion
Tomamos un Gallos Pedro frito de chuparse los dedos,1539,tomamos gallos pedro frito chuparse dedos
"También muy bueno el calamar en aceite encebollado, estilo de la zona",1539,bueno calamar aceite encebollado estilo zona
"El postre, tocino de cielo, igualmente bueno",1539,postre tocino cielo igualmente bueno
Barato y cerca del aeropuerto,1540,barato cerca aeropuerto
Necesitábamos un lugar cerca del aeropuerto,1540,necesitabamos lugar cerca aeropuerto
La comida y la bebida era buena y muy barato,1540,comida bebida buena barato
El director era amable y la camarera,1540,director amable camarera
La habitación era básica y oscura,1540,habitacion basica oscura
Las camas eran rattlely,1540,camas rattlely
Muy práctico para el aeropuerto,1540,practico aeropuerto
Barato y alegre,1540,barato alegre
Buena ubicación ,1541,buena ubicacion
"Hostal de gente amable, buena limpieza, habitaciones acordes a un hostal",1541,hostal gente amable buena limpieza habitaciones acordes hostal
"Aire acondicionado, wi fi bastante estable y televisión en las habitaciones",1541,aire acondicionado wi fi bastante estable television habitaciones
"Le falta ascensor, cuando te toca la tercera planta te da un disgusto",1541,falta ascensor toca tercera planta da disgusto
Buena relación calidad-precio ,1542,buena relacion calidad precio
Atención estupenda,1542,atencion estupenda
"Un hotel muy bien situado,a 5 minutos del centro de la ciudad, buena relación calidad-precio",1542,bien situadoa 5 minutos centro ciudad buena relacion calidad precio
"Habitaciones equipadas con lo básico para hospedarse, pequeñitas, pero acogedoras",1542,habitaciones equipadas basico hospedarse pequenitas acogedoras
Camas muy cómodas,1542,camas comodas
"Atención en recepción estupenda, muy cercana",1542,atencion recepcion estupenda cercana
"Ofrecen microondas, agua, manzanilla, té, galletas,etc, a disposición de los huéspedes",1542,ofrecen microondas agua manzanilla galletasetc disposicion huespedes
"Buena experiencia, para un buen fin de semana",1542,buena experiencia buen fin semana
Básico,1543,basico
No muy acogedora zona de recepción pero el personal bastante amable,1543,no acogedora zona recepcion personal bastante amable
"Habitación básica con un pequeño cuarto de baño, no había gancho para ducha y ruidoso aire acondicionado",1543,habitacion basica pequeno cuarto bano no gancho ducha ruidoso aire acondicionado
"Los buenos puntos es su cercanía a estaciones de autobús y tren, bastante limpio",1543,buenos puntos cercania estaciones autobus tren bastante limpio
Como otros han estado en mejores hostales por el precio que pagamos,1543,mejores hostales precio pagamos
Caro para lo que te dan,1544,caro dan
Este es un hotel muy económico básico,1544,economico basico
Una gran ventaja es que está muy cerca de la estación de autobús combinado/estación de tren,1544,gran ventaja cerca estacion autobus combinado estacion tren
Está a 15 - 20 minutos a pie del centro histórico,1544,15 20 minutos pie centro historico
La primera impresión de este hotel es muy deprimente,1544,primera impresion deprimente
"La zona de recepción está detrás de una jaula con cerradura! Así que cuando llegué, me sentí como si estuviera en una de esas muy barato, mercadillo de bolsa hoteles solía alojarse en cuando yo era mucho más jóvenes a partes de ciudades americanas",1544,zona recepcion detras jaula cerradura asi llegue senti barato mercadillo bolsa hoteles solia alojarse jovenes partes ciudades americanas
"Las dos personas con el que traté de recepción era muy agradable, pero hablan casi no hablan inglés",1544,dos personas trate recepcion agradable hablan casi no hablan ingles
"La habitación no era muy acogedor, la decoración es muy básica",1544,habitacion no acogedor decoracion basica
Pero está limpio,1544,limpio
El cuarto de baño es bastante pequeño,1544,cuarto bano bastante pequeno
"Las ventanas de las dos habitaciones que vi eran translúcido, así que solo puedes…",1544,ventanas dos habitaciones vi translucido asi solo puedes
Opinión,1545,opinion
"La recepcionistas han sido muy agradables con nosotros, pero especialmente Isabel ha solucionado un pequeño inconveniente que nos ha surgido en el hotel, ha sido muy agradable y resolutiva",1545,recepcionistas sido agradables especialmente isabel solucionado pequeno inconveniente surgido sido agradable resolutiva
"Es muy agradable encontrarse personas que sean tan profesionales, gracias",1545,agradable encontrarse personas tan profesionales gracias
No repetiria si no le hacen una reforma,1546,no repetiria no hacen reforma
Pros: Me ha gustado mucho la amabilidad de todo el personal,1546,pros gustado amabilidad personal
Compramos la entrada para el parque Oasys (en efectivo no permiten tarjeta) con ellos al mismo precio que en el parque y nos dieron de regalo una bebida por entrada,1546,compramos entrada parque oasys efectivo no permiten tarjeta mismo precio parque dieron regalo bebida entrada
"El desayuno estaba bien y variado (pan, embutidos, fruta, yogures, bollería, mermeladas, cereales, nueces, zumos, cafés)",1546,desayuno bien variado pan embutidos fruta yogures bolleria mermeladas cereales nueces zumos cafes
El hotel esta en zona azul pero si das vueltas las calles colindantes hay aparcamientos que no son de pago,1546,zona azul das vueltas calles colindantes aparcamientos no pago
"Contras: Me ha decepcionado muchas cosas de este hotel, como encontrarnos una cucaracha andando por la zona del desayuno",1546,contras decepcionado muchas cosas encontrarnos cucaracha andando zona desayuno
Que al sacar una manta del armario  y estirarla sobre la cama aparezcan dos bombillas (si dos bombillas como llegaron allí ni idea),1546,sacar manta armario estirarla cama aparezcan dos bombillas dos bombillas llegaron alli idea
Que la puerta del cuarto de baño estuviese toda rota y no llegase hasta el…,1546,puerta cuarto bano toda rota no llegase
Básico para un 2 estrellas,1547,basico 2 estrellas
"Pues eso, para pasar una noche,no para quedarse unas vacaciones de mas de dos dias porque es simple,no tiene parking y en tema de habitaciones simples,solo desayunos correctos,trato en recepción correcto",1547,pues pasar nocheno quedarse unas vacaciones dos dias simpleno parking tema habitaciones simplessolo desayunos correctostrato recepcion correcto
Hotel Embajador,1548,embajador
Es acogedor tiene una buena ubicacion y el trato es muy amigable,1548,acogedor buena ubicacion trato amigable
Como es un hotel tipo colonial y antiguo necesita en ciertas habitaciones un poco de mantenimiento en los baños,1548,tipo colonial antiguo necesita ciertas habitaciones mantenimiento banos
el desayuno que ofrecen debería ser un poco más reformado y variable,1548,desayuno ofrecen deberia ser reformado variable
Visita de un día! ,1549,visita dia
"Bastante bien el hotel para pasar una noche o dos! Limpio y para mi gusto bien ubicado! Excelente servicio en reception en todos los turnos del día! La única queja que podría decir es que intente dormir un poco al mediodía pero no hubo manera porque el personal de habitaciones hablaba muy alto, básicamente gritaba",1549,bastante bien pasar noche dos limpio gusto bien ubicado excelente servicio reception turnos dia unica queja podria decir intente dormir mediodia no manera personal habitaciones hablaba alto basicamente gritaba
era una chica y un chico,1549,chica chico
De resto muy contenta!,1549,resto contenta
Hotel barato y poco mas,1550,barato
"Creo que lo unico que se salva del hotel es el desayuno y el personal, que es muy amable",1550,creo unico salva desayuno personal amable
"Se nota que es un hotel viejo, parece que el cuarto de baño lo han reformado recientemente",1550,nota viejo parece cuarto bano reformado recientemente
"La habitacion es vieja, las camas normalitas",1550,habitacion vieja camas normalitas
Es barato y para dormir no esta mal,1550,barato dormir no mal
Hay zona azul en la zona para el que quiera aparcar en la puerta,1550,zona azul zona quiera aparcar puerta
Tienen parking pero no se como funciona,1550,parking no funciona
Ducha horrible,1551,ducha horrible
"Lo que más nos gustó fue la ubicación, la amabilidad del personal, el aire acondicionado y el precio (31 euros la noche con desayuno)",1551,gusto ubicacion amabilidad personal aire acondicionado precio 31 euros noche desayuno
"Lo peor fue la ducha que era pequeña, oscura, como de plástico y sin nada de presión, además, parecía que la puerta se iba a caer en cualquier momento",1551,peor ducha pequena oscura plastico sin nada presion ademas parecia puerta iba caer cualquier momento
"Las camas fueron demasiado blandas, por lo que nos resultaron muy incómodas",1551,camas demasiado blandas resultaron incomodas
"No pudimos probar el desayuno, porque para nuestra opinión, lo empiezan a servir demasiado tarde (8:00am) y se nos haría muy tarde para llegar a nuestro próximo destino",1551,no pudimos probar desayuno opinion empiezan servir demasiado tarde 800am haria tarde llegar proximo destino
"En definitiva, es una buena opción para alojarse en Almería por un precio muy barato, pero no resulta muy práctico",1551,definitiva buena opcion alojarse almeria precio barato no resulta practico
Ducha horrible,1552,ducha horrible
"Lo que más nos gustó fue la ubicación, la amabilidad del personal, el aire acondicionado y el precio (31 euros la noche con desayuno)",1552,gusto ubicacion amabilidad personal aire acondicionado precio 31 euros noche desayuno
"Lo peor fue la ducha que era pequeña, oscura, como de plástico y sin nada de presión, además, parecía que la puerta se iba a caer en cualquier momento",1552,peor ducha pequena oscura plastico sin nada presion ademas parecia puerta iba caer cualquier momento
"Las camas fueron demasiado blandas, por lo que nos resultaron muy incómodas",1552,camas demasiado blandas resultaron incomodas
"No pudimos probar el desayuno, porque para nuestra opinión, lo empiezan a servir demasiado tarde (8:00am) y se nos haría muy tarde para llegar a nuestro próximo destino",1552,no pudimos probar desayuno opinion empiezan servir demasiado tarde 800am haria tarde llegar proximo destino
"En definitiva, es una buena opción para alojarse en Almería por un precio muy barato, pero no resulta muy práctico",1552,definitiva buena opcion alojarse almeria precio barato no resulta practico
Ducha horrible,1553,ducha horrible
"Lo que más nos gustó fue la ubicación, la amabilidad del personal, el aire acondicionado y el precio (31 euros la noche con desayuno)",1553,gusto ubicacion amabilidad personal aire acondicionado precio 31 euros noche desayuno
"Lo peor fue la ducha que era pequeña, oscura, como de plástico y sin nada de presión, además, parecía que la puerta se iba a caer en cualquier momento",1553,peor ducha pequena oscura plastico sin nada presion ademas parecia puerta iba caer cualquier momento
"Las camas fueron demasiado blandas, por lo que nos resultaron muy incómodas",1553,camas demasiado blandas resultaron incomodas
"No pudimos probar el desayuno, porque para nuestra opinión, lo empiezan a servir demasiado tarde (8:00am) y se nos haría muy tarde para llegar a nuestro próximo destino",1553,no pudimos probar desayuno opinion empiezan servir demasiado tarde 800am haria tarde llegar proximo destino
"En definitiva, es una buena opción para alojarse en Almería por un precio muy barato, pero no resulta muy práctico",1553,definitiva buena opcion alojarse almeria precio barato no resulta practico
Ducha horrible,1554,ducha horrible
"Lo que más nos gustó fue la ubicación, la amabilidad del personal, el aire acondicionado y el precio (31 euros la noche con desayuno)",1554,gusto ubicacion amabilidad personal aire acondicionado precio 31 euros noche desayuno
"Lo peor fue la ducha que era pequeña, oscura, como de plástico y sin nada de presión, además, parecía que la puerta se iba a caer en cualquier momento",1554,peor ducha pequena oscura plastico sin nada presion ademas parecia puerta iba caer cualquier momento
"Las camas fueron demasiado blandas, por lo que nos resultaron muy incómodas",1554,camas demasiado blandas resultaron incomodas
"No pudimos probar el desayuno, porque para nuestra opinión, lo empiezan a servir demasiado tarde (8:00am) y se nos haría muy tarde para llegar a nuestro próximo destino",1554,no pudimos probar desayuno opinion empiezan servir demasiado tarde 800am haria tarde llegar proximo destino
"En definitiva, es una buena opción para alojarse en Almería por un precio muy barato, pero no resulta muy práctico",1554,definitiva buena opcion alojarse almeria precio barato no resulta practico
Normal,1555,normal
"Al entrar al apartamento lo primero que hice fue revisarlo todo, ya que te ponen un catálogo de precios por si rompes algo que te lo cobran, avise de una lámpara que no funcionaba, por si acaso",1555,entrar apartamento primero hice revisarlo ponen catalogo precios rompes cobran avise lampara no funcionaba acaso
"todos los platos y vasos de La Cocina sucios, no había utensilios para cocinar, todo sucio lleno de polvo y EN LAS SABANAS HABÍAN PELOS! no sé si eran de gato o de persona pero tuve que revisarlo bien antes de acostarme",1555,platos vasos cocina sucios no utensilios cocinar sucio lleno polvo sabanas pelos no gato persona revisarlo bien acostarme
"Las toallas tiene más años que la tos, por qué no secaban nada igual que el trapo de La Cocina",1555,toallas anos tos no secaban nada igual trapo cocina
"Resumen, que no vuelvo a alojarme más por que no me gustó nada todo sucio y mal cuidado",1555,resumen no vuelvo alojarme no gusto nada sucio mal cuidado
Acordes al precio,1556,acordes precio
Queríamos visitar Almería y sus alrededores y fuimos a estos apartamentos por lo barato que nos salía,1556,queriamos visitar almeria alrededores apartamentos barato salia
"El apartamento estaba bien, muy básico pero bien para pasar unos días en pareja",1556,apartamento bien basico bien pasar dias pareja
Nosotros sólo lo usábamos para cenar y dormir,1556,solo usabamos cenar dormir
La zona es tipo Entrevías (Madrid),1556,zona tipo entrevias madrid
No esta muy cerca del centro y por las noches no hay nada para salir a tomar algo cerca,1556,no cerca centro noches no nada salir tomar cerca
En la zona se puede aparcar sin problemas,1556,zona puede aparcar sin problemas
Lo recomiendo si se busca un sitio para dormir y visitar los alrededores de Almería capital porque el precio es económico,1556,recomiendo busca sitio dormir visitar alrededores almeria capital precio economico
"""No lo recomiendo""",1557,no recomiendo
No me gusto el apartamento,1557,no gusto apartamento
"Al entrar parece limpio,luego te fijas y las lamparas están muy sucias,se ve el polvo acumulado en cantidad",1557,entrar parece limpioluego fijas lamparas suciasse ve polvo acumulado cantidad
"El sofá muy incomodo,duro y no resistes mas de media hora sentado",1557,sofa incomododuro no resistes media hora sentado
La cocina tiene pocos utensilios y no tiene un tostador que es lo mas básico para hacerse un desayuno,1557,cocina pocos utensilios no tostador basico hacerse desayuno
El barrio es tranquilo pero no lo encontré seguro para dejar el coche en la calle y tuvimos que buscar un garaje,1557,barrio tranquilo no encontre seguro dejar coche calle buscar garaje
"Bonitos apartamentos, terrible personal en la oficina central",1558,bonitos apartamentos terrible personal oficina central
Las habitaciones son amplias y están limpias,1558,habitaciones amplias limpias
Las instalaciones de la cocina están a la par y era fresco y agradable incluso dentro de los muertos de verano,1558,instalaciones cocina par fresco agradable incluso dentro muertos verano
"El lugar está a una distancia a pie de la estación de tren, aunque era un poco más allá de la playa",1558,lugar distancia pie estacion tren aunque alla playa
"Reservamos la habitación con la tarjeta equivocada de crédito, así que cuando llegamos el personal no tenía ni idea de donde estaba nuestra habitación se suponía que iba a ser",1558,reservamos habitacion tarjeta equivocada credito asi llegamos personal no idea habitacion suponia iba ser
llamaban la oficina de cabeza y me pidió un nuevo número de CC por teléfono,1558,llamaban oficina cabeza pidio nuevo numero cc telefono
"Le dije que prefiere pagar en efectivo, pero dijeron que esto no sería una opción",1558,dije prefiere pagar efectivo dijeron no opcion
Se dieron agitarse realmente cuando le dije que quería enviar el nuevo número de CC a través de booking,1558,dieron agitarse realmente dije queria enviar nuevo numero cc traves booking
com,1558,com
Finalmente se cargará la tarjeta y nos dejó en la habitación,1558,finalmente cargara tarjeta dejo habitacion
Lo que nos dieron a…,1558,dieron
Mucho calor,1559,calor
"La pensión limpia, trabquila, buen trato y sin nada a destacar",1559,pension limpia trabquila buen trato sin nada destacar
"El único problema el calor, el ventilador solo movia el aire caliente",1559,unico problema calor ventilador solo movia aire caliente
"Un poco de aire acondicionado favoreceria mucho la pensión, sobretodo por culpa de las pequeñas ventanas que no favorecen la ventilación",1559,aire acondicionado favoreceria pension sobretodo culpa pequenas ventanas no favorecen ventilacion
"Lugar para hacer noche, dormir e irse",1559,lugar hacer noche dormir irse
Normal - barato - central,1560,normal barato central
"Está en un buen lugar, cerca de un montón de cosas",1560,buen lugar cerca monton cosas
"Yo quería un hotel barato, hostal, así que estaba bien para que OCASIÓN espera poder darles",1560,queria barato hostal asi bien ocasion espera poder darles
"Mi amigo y no como el baño (compartido) al principio, pero luego nos acostumbramos",1560,amigo no bano compartido principio luego acostumbramos
"Tuvimos algunos problemas con el Wifi, así que tuvimos que ir abajo con nuestros portátiles para gestionar nuestras cosas",1560,problemas wifi asi ir abajo portatiles gestionar cosas
Por supuesto nadie habla inglés,1560,supuesto nadie habla ingles
"No me gusta que en el extranjero, especialmente en los hoteles",1560,no gusta extranjero especialmente hoteles
"La habitación estaba bien, era una habitación con 7 camas 8 creo",1560,habitacion bien habitacion 7 camas 8 creo
"Creo que pasamos 3 noches allí, quizás 2",1560,creo pasamos 3 noches alli quizas 2
Suficiente para una noche,1561,suficiente noche
Nos alojamos aquí una noche,1561,alojamos aqui noche
Llegamos a las 23,1561,llegamos 23
"00 y la señora todavía nos dio una habitación, ella es agradable",1561,00 senora todavia dio habitacion agradable
"La habitación está bien, para no fumadores quizás un poco mal",1561,habitacion bien no fumadores quizas mal
"Es un poco de calor en el interior, el ventilador no ayuda mucho",1561,calor interior ventilador no ayuda
Está limpio,1561,limpio
Está cerca de la estación y hay bares y restaurantes a 5 minutos de distancia,1561,cerca estacion bares restaurantes 5 minutos distancia
Lo recomiendo si te vas a quedar 1 a 2 noches y no necesitas nada especial,1561,recomiendo vas quedar 1 2 noches no necesitas nada especial
Una buena opción económica,1562,buena opcion economica
"Estaba un poco preocupado acerca de qué esperar por 23 euros en temporada alta (para una habitación individual en este caso, ya que eso es todo lo que tenían), pero me sorprendió gratamente encontrar totalmente toallas y sábanas limpias (las paredes de la habitación necesitaba un buen lavado, y obviamente la habitación, pasillos y cuartos de baño compartidos no glamoroso! )",1562,preocupado acerca esperar 23 euros temporada alta habitacion individual caso sorprendio gratamente encontrar totalmente toallas sabanas limpias paredes habitacion necesitaba buen lavado obviamente habitacion pasillos cuartos bano compartidos no glamoroso
El personal era amable y el lugar está bien situado para ir a pie a o desde la estación de tren y autobús,1562,personal amable lugar bien situado ir pie estacion tren autobus
Si estás en un presupuesto este lugar sería una buena relación calidad-precio,1562,presupuesto lugar buena relacion calidad precio
Un acogedor lugar de descanso,1563,acogedor lugar descanso
"Tras llenas de nuestro grupo en Barcelona, nos alegramos de venir a Almería para relajarse en Pension Americano",1563,tras llenas grupo barcelona alegramos venir almeria relajarse pension americano
"que tipo de apareció en medio de la noche, lo cual fue bueno, porque no teníamos ni idea de donde estábamos",1563,tipo aparecio medio noche bueno no idea
Yo me alegro que podían acomodar,1563,alegro podian acomodar
"Las mujeres de la recepción no hablaban inglés, pero mi español y su deseo de ayudar a era lo suficiente para sobrevivir",1563,mujeres recepcion no hablaban ingles espanol deseo ayudar suficiente sobrevivir
"Es un lugar sencillo, sin duda, no es un sitio en el que ir a conocer gente ",1563,lugar sencillo sin duda no sitio ir conocer gente
pero estaba muy bien,1563,bien
"La zona común parecía un antiguo damas' sala (porque, francamente, creo que era ",1563,zona comun parecia antiguo damas sala francamente creo
") pero era el único lugar con una conexión a internet wi-fi, así que estuvimos allí un montón",1563,unico lugar conexion internet wi fi asi alli monton
Yo comencé a disfrutar viendo cursi chuckles espectáculos españoles de juegos y compartir con la vieja señora asiática en la…,1563,comence disfrutar viendo cursi chuckles espectaculos espanoles juegos compartir vieja senora asiatica
noche agradable en una buena ubicación,1564,noche agradable buena ubicacion
Esta pensión es bastante básico pero limpio y cómodo,1564,pension bastante basico limpio comodo
tiene una excelente ubicación en la ciudad y es muy conveniente para la estación de trenes y el puerto de ferry,1564,excelente ubicacion ciudad conveniente estacion trenes puerto ferry
